Linux 6.8.0-101-generic (node2.xytuang-299835.e6897-pg0.utah.cloudlab.us) 	04/19/26 	_x86_64_	(56 CPU)

10:35:17        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:35:19        tunl0     18.00     11.00      1.29      0.79      0.00      0.00      0.00      0.00
10:35:19    califa14f7c081d      7.00      7.00      0.61      1.17      0.00      0.00      0.00      0.00
10:35:19    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:19    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:19    calidf3b84ec6b9     12.00     12.00      2.56      5.09      0.00      0.00      0.00      0.00
10:35:19    cali0a62d08c15c      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:19    cali63e5c534e8f     10.00     17.00      0.88      1.46      0.00      0.00      0.00      0.00

10:35:19        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:35:20           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:20    enp23s0f0np0     19.00     13.00      2.30      3.29      0.00      0.00      0.00      0.00
10:35:20    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:20    eno12399np0    279.00      8.00     17.00      1.09      0.00      0.00      2.00      0.00
10:35:20    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:20        tunl0     19.00     12.00      1.67      2.80      0.00      0.00      0.00      0.00
10:35:20    califa14f7c081d      6.00      5.00      0.91      0.88      0.00      0.00      0.00      0.00
10:35:20    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:20    cali707a268ff9b      1.00      1.00      0.06      0.28      0.00      0.00      0.00      0.00
10:35:20    calidf3b84ec6b9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:20    cali0a62d08c15c      5.00      6.00      0.42      0.50      0.00      0.00      0.00      0.00
10:35:20    cali63e5c534e8f     11.00     17.00      2.92      1.57      0.00      0.00      0.00      0.00

10:35:20        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:35:21           lo     10.00     10.00      1.31      1.31      0.00      0.00      0.00      0.00
10:35:21    enp23s0f0np0     21.00     19.00      2.53      1.90      0.00      0.00      0.00      0.00
10:35:21    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:21    eno12399np0    286.00     14.00     21.77      2.68      0.00      0.00      0.00      0.00
10:35:21    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:21        tunl0     18.00     17.00      1.52      1.19      0.00      0.00      0.00      0.00
10:35:21    califa14f7c081d      2.00      2.00      0.12      0.73      0.00      0.00      0.00      0.00
10:35:21    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:21    cali707a268ff9b      1.00      1.00      0.06      0.22      0.00      0.00      0.00      0.00
10:35:21    calidf3b84ec6b9     12.00     12.00      2.56      5.12      0.00      0.00      0.00      0.00
10:35:21    cali0a62d08c15c      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:21    cali63e5c534e8f     16.00     16.00      1.37      1.47      0.00      0.00      0.00      0.00

10:35:21        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:35:22           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:22    enp23s0f0np0     24.00      9.00      6.49      0.91      0.00      0.00      0.00      0.00
10:35:22    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:22    eno12399np0    322.00     20.00     20.12      3.54      0.00      0.00      2.00      0.00
10:35:22    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:22        tunl0     24.00      8.00      5.69      0.58      0.00      0.00      0.00      0.00
10:35:22    califa14f7c081d      6.00      7.00      0.91      1.67      0.00      0.00      0.00      0.00
10:35:22    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:22    cali707a268ff9b     13.00     12.00      2.56      4.95      0.00      0.00      0.00      0.00
10:35:22    calidf3b84ec6b9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:22    cali0a62d08c15c      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:22    cali63e5c534e8f      7.00     11.00      0.64      1.00      0.00      0.00      0.00      0.00

10:35:22        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:35:23           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:23    enp23s0f0np0     21.00     17.00      2.86      4.20      0.00      0.00      0.00      0.00
10:35:23    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:23    eno12399np0    329.00     16.00     24.31      2.84      0.00      0.00      0.00      0.00
10:35:23    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:23        tunl0     17.00     11.00      1.33      2.74      0.00      0.00      0.00      0.00
10:35:23    califa14f7c081d      2.00      2.00      0.12      0.73      0.00      0.00      0.00      0.00
10:35:23    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:23    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:23    calidf3b84ec6b9     13.00     14.00      2.65      5.26      0.00      0.00      0.00      0.00
10:35:23    cali0a62d08c15c      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:23    cali63e5c534e8f     10.00     16.00      2.83      1.49      0.00      0.00      0.00      0.00

10:35:23        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:35:24           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:24    enp23s0f0np0     26.00     20.00      2.75      2.01      0.00      0.00      0.00      0.00
10:35:24    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:24    eno12399np0    228.00     10.00     14.45      1.48      0.00      0.00      0.00      0.00
10:35:24    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:24        tunl0     25.00     19.00      1.76      1.31      0.00      0.00      0.00      0.00
10:35:24    califa14f7c081d      5.00      4.00      0.82      0.82      0.00      0.00      0.00      0.00
10:35:24    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:24    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:24    calidf3b84ec6b9      0.00      1.00      0.00      0.21      0.00      0.00      0.00      0.00
10:35:24    cali0a62d08c15c      5.00      5.00      0.42      0.44      0.00      0.00      0.00      0.00
10:35:24    cali63e5c534e8f     18.00     24.00      1.52      2.03      0.00      0.00      0.00      0.00

10:35:24        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:35:25           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:25    enp23s0f0np0 395418.00  12232.00 582507.57   1176.56      0.00      0.00      0.00      4.77
10:35:25    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:25    eno12399np0    307.00     19.00     23.02      3.11      0.00      0.00      2.00      0.00
10:35:25    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:25        tunl0  21139.00  12248.00 550553.89    771.23      0.00      0.00      0.00      0.00
10:35:25    califa14f7c081d      2.00      2.00      0.12      0.73      0.00      0.00      0.00      0.00
10:35:25    calie519df70ce6      1.00      1.00      0.06      0.18      0.00      0.00      0.00      0.00
10:35:25    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:25    calidf3b84ec6b9     14.00     13.00      2.68      5.16      0.00      0.00      0.00      0.00
10:35:25    cali0a62d08c15c      5.00      5.00      0.42      0.44      0.00      0.00      0.00      0.00
10:35:25    cali63e5c534e8f  12257.00  21144.00    939.27 551140.93      0.00      0.00      0.00     45.15

10:35:25        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:35:26           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:26    enp23s0f0np0 1553293.00  40606.00 2289649.96   3916.09      0.00      0.00      0.00     18.76
10:35:26    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:26    eno12399np0    267.00     15.00     17.40      3.24      0.00      0.00      2.00      0.00
10:35:26    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:26        tunl0  68236.00  40583.00 2162513.81   2566.71      0.00      0.00      0.00      0.00
10:35:26    califa14f7c081d      5.00      4.00      0.82      0.82      0.00      0.00      0.00      0.00
10:35:26    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:26    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:26    calidf3b84ec6b9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:26    cali0a62d08c15c      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:26    cali63e5c534e8f  40576.00  68233.00   3121.12 2163337.75      0.00      0.00      0.00    177.22

10:35:26        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:35:27           lo     10.00     10.00      1.31      1.31      0.00      0.00      0.00      0.00
10:35:27    enp23s0f0np0 1537490.00  39983.00 2266120.22   3855.39      0.00      0.00      0.00     18.56
10:35:27    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:27    eno12399np0    375.00     17.00     27.17      3.01      0.00      0.00      0.00      0.00
10:35:27    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:27        tunl0  67123.00  39982.00 2140366.02   2527.78      0.00      0.00      0.00      0.00
10:35:27    califa14f7c081d      3.00      3.00      0.22      0.79      0.00      0.00      0.00      0.00
10:35:27    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:27    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:27    calidf3b84ec6b9     12.00     13.00      2.56      5.19      0.00      0.00      0.00      0.00
10:35:27    cali0a62d08c15c      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:27    cali63e5c534e8f  39978.00  67117.00   3074.17 2141094.26      0.00      0.00      0.00    175.40

10:35:27        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:35:28           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:28    enp23s0f0np0 1413486.00  39458.00 2082753.23   3762.98      0.00      0.00      0.00     17.06
10:35:28    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:28    eno12399np0    294.00      9.00     18.04      1.24      0.00      0.00      2.00      0.00
10:35:28    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:28        tunl0  67225.00  39458.00 1967456.26   2452.85      0.00      0.00      0.00      0.00
10:35:28    califa14f7c081d      4.00      5.00      0.75      0.88      0.00      0.00      0.00      0.00
10:35:28    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:28    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:28    calidf3b84ec6b9      1.00      1.00      0.06      0.21      0.00      0.00      0.00      0.00
10:35:28    cali0a62d08c15c      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:28    cali63e5c534e8f  39456.00  67224.00   2992.20 1968375.28      0.00      0.00      0.00    161.25

10:35:28        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:35:29           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:29    enp23s0f0np0 1236007.00  39758.00 1822146.75   3699.61      0.00      0.00      0.00     14.93
10:35:29    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:29    eno12399np0    347.00     15.00     25.33      2.74      0.00      0.00      0.00      0.00
10:35:29    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:29        tunl0  67370.00  39757.00 1721762.60   2379.47      0.00      0.00      0.00      0.00
10:35:29    califa14f7c081d      7.00      8.00      0.61      1.23      0.00      0.00      0.00      0.00
10:35:29    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:29    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:29    calidf3b84ec6b9     13.00     12.00      2.62      5.09      0.00      0.00      0.00      0.00
10:35:29    cali0a62d08c15c      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:29    cali63e5c534e8f  39756.00  67369.00   2922.97 1722683.61      0.00      0.00      0.00    141.12

10:35:29        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:35:30           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:30    enp23s0f0np0 827673.00  23955.00 1218898.52   2251.37      0.00      0.00      0.00      9.99
10:35:30    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:30    eno12399np0    259.00      4.00     15.75      0.76      0.00      0.00      2.00      0.00
10:35:30    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:30        tunl0  39686.00  23954.00 1151402.25   1455.94      0.00      0.00      0.00      0.00
10:35:30    califa14f7c081d     33.00     28.00      3.98      6.25      0.00      0.00      0.00      0.00
10:35:30    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:30    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:30    calidf3b84ec6b9      1.00      1.00      0.04      0.04      0.00      0.00      0.00      0.00
10:35:30    cali0a62d08c15c      5.00      6.00      0.42      0.50      0.00      0.00      0.00      0.00
10:35:30    cali63e5c534e8f  23932.00  39671.00   1780.81 1151940.10      0.00      0.00      0.00     94.37

10:35:30        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:35:31           lo     10.00     10.00      1.31      1.31      0.00      0.00      0.00      0.00
10:35:31    enp23s0f0np0     19.00     18.00      2.17      1.82      0.00      0.00      0.00      0.00
10:35:31    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:31    eno12399np0    297.00     17.00     22.90      2.92      0.00      0.00      0.00      0.00
10:35:31    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:31        tunl0     19.00     18.00      1.54      1.23      0.00      0.00      0.00      0.00
10:35:31    califa14f7c081d      7.00      7.00      0.61      1.17      0.00      0.00      0.00      0.00
10:35:31    calie519df70ce6      1.00      1.00      0.06      0.18      0.00      0.00      0.00      0.00
10:35:31    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:31    calidf3b84ec6b9     13.00     13.00      2.62      5.31      0.00      0.00      0.00      0.00
10:35:31    cali0a62d08c15c      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:31    cali63e5c534e8f     17.00     17.00      1.42      1.54      0.00      0.00      0.00      0.00

10:35:31        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:35:32           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:32    enp23s0f0np0     17.00     11.00      1.99      3.08      0.00      0.00      0.00      0.00
10:35:32    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:32    eno12399np0    325.00      4.00     19.61      0.76      0.00      0.00      0.00      0.00
10:35:32    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:32        tunl0     16.00      9.00      1.28      2.63      0.00      0.00      0.00      0.00
10:35:32    califa14f7c081d      5.00      4.00      0.82      0.82      0.00      0.00      0.00      0.00
10:35:32    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:32    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:32    calidf3b84ec6b9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:32    cali0a62d08c15c      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:32    cali63e5c534e8f      8.00     15.00      2.70      1.43      0.00      0.00      0.00      0.00

10:35:32        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:35:33           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:33    enp23s0f0np0     17.00     12.00      2.52      1.76      0.00      0.00      0.00      0.00
10:35:33    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:33    eno12399np0    315.00     16.00     23.49      2.81      0.00      0.00      2.00      0.00
10:35:33    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:33        tunl0     13.00      8.00      1.12      0.58      0.00      0.00      0.00      0.00
10:35:33    califa14f7c081d      2.00      2.00      0.12      0.73      0.00      0.00      0.00      0.00
10:35:33    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:33    cali707a268ff9b      1.00      1.00      0.06      0.22      0.00      0.00      0.00      0.00
10:35:33    calidf3b84ec6b9     14.00     13.00      2.68      5.19      0.00      0.00      0.00      0.00
10:35:33    cali0a62d08c15c      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:33    cali63e5c534e8f      7.00     11.00      0.64      1.01      0.00      0.00      0.00      0.00

10:35:33        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:35:34           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:34    enp23s0f0np0 515304.00  14193.00 759515.08   1366.66      0.00      0.00      0.00      6.22
10:35:34    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:34    eno12399np0    209.00      9.00     13.21      1.37      0.00      0.00      2.00      0.00
10:35:34    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:34        tunl0  25033.00  14193.00 717508.80    895.41      0.00      0.00      0.00      0.00
10:35:34    califa14f7c081d      6.00      5.00      0.88      0.92      0.00      0.00      0.00      0.00
10:35:34    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:34    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:34    calidf3b84ec6b9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:34    cali0a62d08c15c      5.00      6.00      0.42      0.50      0.00      0.00      0.00      0.00
10:35:34    cali63e5c534e8f  14192.00  25032.00   1089.40 717850.97      0.00      0.00      0.00     58.81

10:35:34        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:35:35           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:35    enp23s0f0np0 941921.00  26146.00 1388006.15   2504.62      0.00      0.00      0.00     11.37
10:35:35    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:35    eno12399np0    239.00     15.00     19.10      2.75      0.00      0.00      0.00      0.00
10:35:35    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:35        tunl0  46076.00  26145.00 1311239.30   1636.44      0.00      0.00      0.00      0.00
10:35:35    califa14f7c081d      2.00      2.00      0.12      0.73      0.00      0.00      0.00      0.00
10:35:35    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:35    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:35    calidf3b84ec6b9     13.00     12.00      2.62      5.19      0.00      0.00      0.00      0.00
10:35:35    cali0a62d08c15c      4.00      6.00      0.36      0.50      0.00      0.00      0.00      0.00
10:35:35    cali63e5c534e8f  26144.00  46075.00   1993.84 1311869.18      0.00      0.00      0.00    107.47

10:35:35        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:35:36           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:36    enp23s0f0np0 768550.00  20344.00 1132593.00   1961.10      0.00      0.00      0.00      9.28
10:35:36    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:36    eno12399np0    315.00      9.00     27.41      1.21      0.00      0.00      2.00      0.00
10:35:36    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:36        tunl0  35231.00  20337.00 1069830.94   1285.29      0.00      0.00      0.00      0.00
10:35:36    califa14f7c081d      6.00      5.00      0.91      0.88      0.00      0.00      0.00      0.00
10:35:36    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:36    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:36    calidf3b84ec6b9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:36    cali0a62d08c15c      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:36    cali63e5c534e8f  20336.00  35230.00   1563.29 1070312.55      0.00      0.00      0.00     87.68

10:35:36        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:35:37           lo     10.00     10.00      1.31      1.31      0.00      0.00      0.00      0.00
10:35:37    enp23s0f0np0 353669.00   9428.00 521342.09    903.28      0.00      0.00      0.00      4.27
10:35:37    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:37    eno12399np0    280.00     30.00     22.11      5.58      0.00      0.00      0.00      0.00
10:35:37    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:37        tunl0  15044.00   9428.00 492403.37    590.24      0.00      0.00      0.00      0.00
10:35:37    califa14f7c081d      5.00      7.00      0.45      1.73      0.00      0.00      0.00      0.00
10:35:37    calie519df70ce6      1.00      1.00      0.04      0.04      0.00      0.00      0.00      0.00
10:35:37    cali707a268ff9b     14.00     13.00      2.62      5.04      0.00      0.00      0.00      0.00
10:35:37    calidf3b84ec6b9     12.00     12.00      2.56      5.10      0.00      0.00      0.00      0.00
10:35:37    cali0a62d08c15c      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:37    cali63e5c534e8f   9427.00  15030.00    719.08 492603.94      0.00      0.00      0.00     40.35

10:35:37        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:35:38           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:38    enp23s0f0np0 457903.00  12415.00 674869.21   1178.46      0.00      0.00      0.00      5.53
10:35:38    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:38    eno12399np0    190.00      8.00     11.73      1.05      0.00      0.00      2.00      0.00
10:35:38    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:38        tunl0  19932.00  12414.00 637424.68    766.19      0.00      0.00      0.00      0.00
10:35:38    califa14f7c081d      5.00      4.00      0.82      0.85      0.00      0.00      0.00      0.00
10:35:38    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:38    cali707a268ff9b      1.00      1.00      0.06      0.26      0.00      0.00      0.00      0.00
10:35:38    calidf3b84ec6b9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:38    cali0a62d08c15c      2.00      1.00      0.17      0.10      0.00      0.00      0.00      0.00
10:35:38    cali63e5c534e8f  12413.00  19929.00    935.86 637696.75      0.00      0.00      0.00     52.24

10:35:38        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:35:39           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:39    enp23s0f0np0 184275.00   4958.00 271736.25    486.26      0.00      0.00      0.00      2.23
10:35:39    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:39    eno12399np0    261.00     15.00     20.50      2.74      0.00      0.00      0.00      0.00
10:35:39    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:39        tunl0   7990.00   4958.00 256665.78    321.64      0.00      0.00      0.00      0.00
10:35:39    califa14f7c081d      7.00      7.00      0.61      1.17      0.00      0.00      0.00      0.00
10:35:39    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
