Linux 6.8.0-101-generic (node2.xytuang-299835.e6897-pg0.utah.cloudlab.us) 	04/19/26 	_x86_64_	(56 CPU)

10:09:07        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:09:12    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:12    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:12    calidf3b84ec6b9     12.00     12.00      2.56      5.10      0.00      0.00      0.00      0.00
10:09:12    cali0a62d08c15c      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:12    cali70c1a606868      9.00     12.00      0.79      1.07      0.00      0.00      0.00      0.00

10:09:12        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:09:13           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:13    enp23s0f0np0    119.00     94.00     50.66      9.46      0.00      0.00      0.00      0.00
10:09:13    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:13    eno12399np0    191.00      2.00     11.87      0.13      0.00      0.00      0.00      0.00
10:09:13    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:13        tunl0    118.00     93.00     46.54      6.31      0.00      0.00      0.00      0.00
10:09:13    califa14f7c081d      1.00      1.00      0.05      0.07      0.00      0.00      0.00      0.00
10:09:13    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:13    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:13    calidf3b84ec6b9      1.00      1.00      0.06      0.43      0.00      0.00      0.00      0.00
10:09:13    cali0a62d08c15c      1.00      1.00      0.06      0.22      0.00      0.00      0.00      0.00
10:09:13    cali70c1a606868     92.00    116.00      7.53     47.86      0.00      0.00      0.00      0.00

10:09:13        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:09:14           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:14    enp23s0f0np0   1138.00   1254.00    410.11    380.40      0.00      0.00      0.00      0.00
10:09:14    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:14    eno12399np0    143.00     23.00     14.65      3.80      0.00      0.00      2.00      0.00
10:09:14    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:14        tunl0   1133.00   1226.00    367.28    337.35      0.00      0.00      0.00      0.00
10:09:14    califa14f7c081d      8.00      7.00      1.04      1.74      0.00      0.00      0.00      0.00
10:09:14    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:14    cali707a268ff9b      1.00      1.00      0.06      0.26      0.00      0.00      0.00      0.00
10:09:14    calidf3b84ec6b9     15.00     15.00      2.75      5.83      0.00      0.00      0.00      0.00
10:09:14    cali0a62d08c15c      5.00      6.00      0.42      0.50      0.00      0.00      0.00      0.00
10:09:14    cali70c1a606868   1225.00   1131.00    354.06    382.43      0.00      0.00      0.00      0.03

10:09:14        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:09:15           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:15    enp23s0f0np0   1246.00   1318.00    452.17    431.51      0.00      0.00      0.00      0.00
10:09:15    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:15    eno12399np0    186.00      1.00     10.90      0.06      0.00      0.00      2.00      0.00
10:09:15    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:15        tunl0   1246.00   1288.00    410.80    386.98      0.00      0.00      0.00      0.00
10:09:15    califa14f7c081d      1.00      1.00      0.05      0.07      0.00      0.00      0.00      0.00
10:09:15    calie519df70ce6      1.00      1.00      0.06      0.18      0.00      0.00      0.00      0.00
10:09:15    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:15    calidf3b84ec6b9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:15    cali0a62d08c15c      5.00      5.00      0.42      0.44      0.00      0.00      0.00      0.00
10:09:15    cali70c1a606868   1294.00   1253.00    405.14    428.28      0.00      0.00      0.00      0.04

10:09:15        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:09:16           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:16    enp23s0f0np0   1181.00   1191.00    417.58    393.03      0.00      0.00      0.00      0.00
10:09:16    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:16    eno12399np0    191.00     18.00     17.05      3.45      0.00      0.00      0.00      0.00
10:09:16    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:16        tunl0   1180.00   1173.00    378.05    351.82      0.00      0.00      0.00      0.00
10:09:16    califa14f7c081d      6.00      6.00      0.88      1.54      0.00      0.00      0.00      0.00
10:09:16    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:16    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:16    calidf3b84ec6b9     13.00     12.00      2.62      5.09      0.00      0.00      0.00      0.00
10:09:16    cali0a62d08c15c      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:16    cali70c1a606868   1172.00   1179.00    367.80    394.11      0.00      0.00      0.00      0.03

10:09:16        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:09:17           lo     10.00     10.00      1.31      1.31      0.00      0.00      0.00      0.00
10:09:17    enp23s0f0np0   1302.00   1329.00    455.00    430.82      0.00      0.00      0.00      0.00
10:09:17    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:17    eno12399np0    241.00      6.00     14.26      0.51      0.00      0.00      4.00      0.00
10:09:17    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:17        tunl0   1300.00   1316.00    411.67    386.04      0.00      0.00      0.00      0.00
10:09:17    califa14f7c081d      4.00      3.00      0.37      0.33      0.00      0.00      0.00      0.00
10:09:17    calie519df70ce6      1.00      1.00      0.06      0.18      0.00      0.00      0.00      0.00
10:09:17    cali707a268ff9b      2.00      2.00      0.13      0.50      0.00      0.00      0.00      0.00
10:09:17    calidf3b84ec6b9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:17    cali0a62d08c15c      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:17    cali70c1a606868   1315.00   1296.00    403.98    428.68      0.00      0.00      0.00      0.04

10:09:17        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:09:18           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:18    enp23s0f0np0   1271.00   1298.00    447.06    424.92      0.00      0.00      1.00      0.00
10:09:18    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:18    eno12399np0    227.00     20.00     18.89      3.57      0.00      0.00      0.00      0.00
10:09:18    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:18        tunl0   1269.00   1278.00    404.54    380.85      0.00      0.00      0.00      0.00
10:09:18    califa14f7c081d      6.00      5.00      0.88      1.48      0.00      0.00      0.00      0.00
10:09:18    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:18    cali707a268ff9b      2.00      2.00      0.13      0.44      0.00      0.00      0.00      0.00
10:09:18    calidf3b84ec6b9     12.00     12.00      2.56      5.12      0.00      0.00      0.00      0.00
10:09:18    cali0a62d08c15c      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:18    cali70c1a606868   1277.00   1266.00    398.27    421.38      0.00      0.00      0.00      0.03

10:09:18        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:09:19           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:19    enp23s0f0np0   1283.00   1277.00    442.62    419.34      0.00      0.00      0.00      0.00
10:09:19    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:19    eno12399np0    309.00      3.00     18.15      0.23      0.00      0.00      0.00      0.00
10:09:19    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:19        tunl0   1283.00   1267.00    400.02    376.43      0.00      0.00      0.00      0.00
10:09:19    califa14f7c081d      6.00      6.00      0.55      0.51      0.00      0.00      0.00      0.00
10:09:19    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:19    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:19    calidf3b84ec6b9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:19    cali0a62d08c15c      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:19    cali70c1a606868   1266.00   1282.00    393.70    417.48      0.00      0.00      0.00      0.03

10:09:19        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:09:20           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:20    enp23s0f0np0   1224.00   1201.00    425.10    388.88      0.00      0.00      0.00      0.00
10:09:20    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:20    eno12399np0    258.00     33.00     21.29      6.14      0.00      0.00      2.00      0.00
10:09:20    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:20        tunl0   1224.00   1190.00    384.46    348.45      0.00      0.00      0.00      0.00
10:09:20    califa14f7c081d      7.00      6.00      0.94      2.10      0.00      0.00      0.00      0.00
10:09:20    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:20    cali707a268ff9b     14.00     13.00      2.62      5.04      0.00      0.00      0.00      0.00
10:09:20    calidf3b84ec6b9     13.00     13.00      2.62      5.19      0.00      0.00      0.00      0.00
10:09:20    cali0a62d08c15c      5.00      6.00      0.42      0.50      0.00      0.00      0.00      0.00
10:09:20    cali70c1a606868   1189.00   1210.00    364.66    396.08      0.00      0.00      0.00      0.03

10:09:20        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:09:21           lo     10.00     10.00      1.31      1.31      0.00      0.00      0.00      0.00
10:09:21    enp23s0f0np0   1358.00   1372.00    463.59    437.70      0.00      0.00      0.00      0.00
10:09:21    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:21    eno12399np0    369.00      4.00     21.97      0.54      0.00      0.00      0.00      0.00
10:09:21    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:21        tunl0   1354.00   1361.00    417.64    391.04      0.00      0.00      0.00      0.00
10:09:21    califa14f7c081d      1.00      1.00      0.05      0.07      0.00      0.00      0.00      0.00
10:09:21    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:21    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:21    calidf3b84ec6b9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:21    cali0a62d08c15c      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:21    cali70c1a606868   1360.00   1353.00    409.59    436.08      0.00      0.00      0.00      0.04

10:09:21        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:09:22           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:22    enp23s0f0np0   1212.00   1270.00    421.26    400.10      0.00      0.00      0.00      0.00
10:09:22    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:22    eno12399np0    299.00     20.00     23.32      3.62      0.00      0.00      2.00      0.00
10:09:22    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:22        tunl0   1212.00   1254.00    381.01    357.12      0.00      0.00      0.00      0.00
10:09:22    califa14f7c081d      6.00      7.00      0.93      1.63      0.00      0.00      0.00      0.00
10:09:22    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:22    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:22    calidf3b84ec6b9     14.00     13.00      2.68      5.36      0.00      0.00      0.00      0.00
10:09:22    cali0a62d08c15c      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:22    cali70c1a606868   1253.00   1211.00    374.21    397.51      0.00      0.00      0.00      0.03

10:09:22        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:09:23           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:23    enp23s0f0np0   1336.00   1348.00    459.25    434.76      0.00      0.00      0.00      0.00
10:09:23    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:23    eno12399np0    235.00      0.00     13.77      0.00      0.00      0.00      2.00      0.00
10:09:23    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:23        tunl0   1335.00   1330.00    414.84    389.10      0.00      0.00      0.00      0.00
10:09:23    califa14f7c081d      1.00      1.00      0.05      0.07      0.00      0.00      0.00      0.00
10:09:23    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:23    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:23    calidf3b84ec6b9      1.00      1.00      0.04      0.04      0.00      0.00      0.00      0.00
10:09:23    cali0a62d08c15c      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:23    cali70c1a606868   1329.00   1334.00    407.23    433.02      0.00      0.00      0.00      0.04

10:09:23        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:09:24           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:24    enp23s0f0np0   1255.00   1341.00    432.90    428.65      0.00      0.00      0.00      0.00
10:09:24    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:24    eno12399np0    288.00     19.00     22.51      3.55      0.00      0.00      0.00      0.00
10:09:24    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:24        tunl0   1248.00   1311.00    385.99    382.58      0.00      0.00      0.00      0.00
10:09:24    califa14f7c081d      6.00      5.00      0.88      1.48      0.00      0.00      0.00      0.00
10:09:24    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:24    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:24    calidf3b84ec6b9     12.00     12.00      2.56      5.13      0.00      0.00      0.00      0.00
10:09:24    cali0a62d08c15c      5.00      5.00      0.42      0.44      0.00      0.00      0.00      0.00
10:09:24    cali70c1a606868   1310.00   1249.00    400.45    403.17      0.00      0.00      0.00      0.03

10:09:24        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:09:25           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:25    enp23s0f0np0   1277.00   1287.00    444.56    402.32      0.00      0.00      0.00      0.00
10:09:25    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:25    eno12399np0    175.00      1.00     10.25      0.06      0.00      0.00      2.00      0.00
10:09:25    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:25        tunl0   1277.00   1272.00    402.16    358.82      0.00      0.00      0.00      0.00
10:09:25    califa14f7c081d      1.00      1.00      0.05      0.07      0.00      0.00      0.00      0.00
10:09:25    calie519df70ce6      1.00      1.00      0.06      0.19      0.00      0.00      0.00      0.00
10:09:25    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:25    calidf3b84ec6b9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:25    cali0a62d08c15c      5.00      6.00      0.42      0.50      0.00      0.00      0.00      0.00
10:09:25    cali70c1a606868   1271.00   1273.00    376.16    419.17      0.00      0.00      0.00      0.03

10:09:25        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:09:26           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:26    enp23s0f0np0   1380.00   1397.00    468.07    441.42      0.00      0.00      0.00      0.00
10:09:26    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:26    eno12399np0    393.00     21.00     29.24      3.74      0.00      0.00      0.00      0.00
10:09:26    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:26        tunl0   1380.00   1387.00    422.25    394.53      0.00      0.00      0.00      0.00
10:09:26    califa14f7c081d      9.00      7.00      1.17      1.74      0.00      0.00      0.00      0.00
10:09:26    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:26    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:26    calidf3b84ec6b9     13.00     14.00      2.62      5.41      0.00      0.00      0.00      0.00
10:09:26    cali0a62d08c15c      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:26    cali70c1a606868   1386.00   1379.00    413.44    441.05      0.00      0.00      0.00      0.04

10:09:26        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:09:27           lo     10.00     10.00      1.31      1.31      0.00      0.00      0.00      0.00
10:09:27    enp23s0f0np0   1318.00   1347.00    454.35    429.60      0.00      0.00      0.00      0.00
10:09:27    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:27    eno12399np0    207.00      0.00     12.13      0.00      0.00      0.00      0.00      0.00
10:09:27    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:27        tunl0   1318.00   1331.00    410.59    384.06      0.00      0.00      0.00      0.00
10:09:27    califa14f7c081d      1.00      1.00      0.05      0.07      0.00      0.00      0.00      0.00
10:09:27    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:27    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:27    calidf3b84ec6b9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:27    cali0a62d08c15c      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:27    cali70c1a606868   1330.00   1317.00    402.21    428.54      0.00      0.00      0.00      0.04

10:09:27        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:09:28           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:28    enp23s0f0np0   1265.00   1267.00    425.61    402.25      0.00      0.00      0.00      0.00
10:09:28    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:28    eno12399np0    417.00     18.00     30.00      3.45      0.00      0.00      2.00      0.00
10:09:28    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:28        tunl0   1265.00   1250.00    383.61    359.31      0.00      0.00      0.00      0.00
10:09:28    califa14f7c081d      6.00      5.00      0.88      1.48      0.00      0.00      0.00      0.00
10:09:28    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:28    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:28    calidf3b84ec6b9     13.00     12.00      2.62      5.10      0.00      0.00      0.00      0.00
10:09:28    cali0a62d08c15c      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:28    cali70c1a606868   1249.00   1264.00    376.35    400.83      0.00      0.00      0.00      0.03

10:09:28        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
10:09:29           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:29    enp23s0f0np0   1346.00   1335.00    451.57    424.27      0.00      0.00      0.00      0.00
10:09:29    enp23s0f1np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:29    eno12399np0    172.00      0.00     10.08      0.00      0.00      0.00      0.00      0.00
10:09:29    eno12409np1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:29        tunl0   1346.00   1321.00    406.88    379.23      0.00      0.00      0.00      0.00
10:09:29    califa14f7c081d      6.00      6.00      0.55      0.51      0.00      0.00      0.00      0.00
10:09:29    calie519df70ce6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:29    cali707a268ff9b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:29    calidf3b84ec6b9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:09:29    cali0a62d08c15c      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
